,Beth_Hessian_Comms,Communities_Upper_Limit,Max_Modularity,Modularity,Reconstruction_A,Reconstruction_X,Metrics,Number_Predicted_Comms,Louvain_Modularity,Louvain_Metrics,Louvain_Predicted_comms
1,3,28.0,0.9295,"(0.0008, 0.0003)",0.9513,0.0001,"{'Top': (0.725, 0.7318, 0.7284), 'Middle': (0.5678, 0.6321, 0.5982)}","(15, 5)",0.7372,"[{'Top': (0.8508, 0.6223, 0.7188)}, {'Middle': (0.6428, 0.7911, 0.7093)}]",10
