,Modularity_True_ingraph,Modularity_r05_ingraph,Modularity_r08_igraph,Recon_A_true_ingraph,Recon_A_r05_ingraph,Recon_A_r08_ingraph,Recon_X_true_ingraph,Recon_X_r05_ingraph,Recon_X_r08_ingraph,true_ingraph_metrics,r05_ingraph_metrics,r08_ingraph_metrics
0,0.3916,0.4028,0.3833,0.7913,0.7188,0.76,0.1673,0.1985,0.1134,"(0.7348, 1.0, 0.8471)","(0.8385, 1.0, 0.9121)","(0.8056, 0.8902, 0.8458)"
