,Beth_Hessian_Comms,Communities_Upper_Limit,Max_Modularity,Modularity,Reconstruction_A,Reconstruction_X,Metrics,Number_Predicted_Comms,Louvain_Modularity,Louvain_Metrics,Louvain_Predicted_comms
1,3,28.0,0.9295,"(0.0008, 0.0003)",0.9512,0.0001,"{'Top': (0.6864, 0.6976, 0.6919), 'Middle': (0.5473, 0.6075, 0.5758)}","(15, 5)",0.7298,"[{'Top': (0.7555, 0.5007, 0.6023)}, {'Middle': (0.5989, 0.6679, 0.6315)}]",12
