,Beth_Hessian_Comms,Communities_Upper_Limit,Max_Modularity,Modularity,Reconstruction_A,Reconstruction_X,Metrics,Number_Predicted_Comms,Louvain_Modularity,Louvain_Metrics,Louvain_Predicted_comms
2,12,44.0,0.9545,"(0.001, 0.0017)",0.9361,0.0001,"{'Top': (0.7346, 0.8242, 0.7768), 'Middle': (0.9064, 0.9579, 0.9314)}","(14, 5)",0.8815,"[{'Top': (1.0, 0.6379, 0.7789)}, {'Middle': (0.9268, 0.9948, 0.9596)}]",13
