,Beth_Hessian_Comms,Communities_Upper_Limit,Max_Modularity,Modularity,Reconstruction_A,Reconstruction_X,Metrics,Number_Predicted_Comms,Louvain_Modularity,Louvain_Metrics,Louvain_Predicted_comms
0,3,27.0,0.9248,"(0.0014, 0.0003)",0.9523,0.0001,"{'Top': (0.9529, 0.954, 0.9534), 'Middle': (0.6603, 0.7044, 0.6816)}","(15, 5)",0.8142,"[{'Top': (1.0, 0.737, 0.8486)}, {'Middle': (0.6608, 0.8195, 0.7317)}]",10
