,method,data_type,k_middle,k_top,graph_type,connect_type,stdev,modularity_mid,modularity_top,node_degree_within_middle,node_degree_between_middle,node_degree_within_top,node_degree_between_top
31,silouette,reg_balanced,12,5,small_world,full,01,0.5601265026011629,0.6874638349319117,197.06666666666666,8.280952380952382,839.6,24.85
32,bethe_hessian,reg_balanced,11,6,small_world,full,01,0.340707617726796,0.4614134864074126,196.73333333333332,19.547619047619047,948.4,115.7
33,silouette,reg_balanced,10,3,small_world,full,01,0.340707617726796,0.4614134864074126,196.73333333333332,19.547619047619047,948.4,115.7
34,bethe_hessian,reg_balanced,11,6,small_world,full,01,0.37595366365388005,0.5585422959815006,197.4,17.152380952380952,1023.8,72.2
35,silouette,reg_balanced,13,4,small_world,full,01,0.37595366365388005,0.5585422959815006,197.4,17.152380952380952,1023.8,72.2
36,bethe_hessian,reg_balanced,13,7,small_world,full,01,0.5090547192429284,0.5388112685458127,197.33333333333334,10.2,762.4,64.5
37,silouette,reg_balanced,10,3,small_world,full,01,0.5090547192429284,0.5388112685458127,197.33333333333334,10.2,762.4,64.5
38,bethe_hessian,reg_balanced,12,6,small_world,full,01,0.38682989503032583,0.5907056270688674,197.13333333333333,16.604761904761904,1030.6,64.55
39,silouette,reg_balanced,11,5,small_world,full,01,0.38682989503032583,0.5907056270688674,197.13333333333333,16.604761904761904,1030.6,64.55
40,bethe_hessian,reg_balanced,13,7,small_world,full,01,0.5489311490114434,0.6767967737571133,197.8,8.709523809523809,846.4,28.2
41,silouette,reg_balanced,13,5,small_world,full,01,0.5489311490114434,0.6767967737571133,197.8,8.709523809523809,846.4,28.2
42,bethe_hessian,reg_balanced,13,7,small_world,full,01,0.405970268643529,0.5257998953056818,197.4,15.352380952380953,902.2,83.7
43,silouette,reg_balanced,9,4,small_world,full,01,0.405970268643529,0.5257998953056818,197.4,15.352380952380953,902.2,83.7
44,bethe_hessian,reg_balanced,10,5,small_world,full,01,0.31420530249256884,0.5012977616480674,196.13333333333333,21.66190476190476,1075.8,105.6
45,silouette,reg_balanced,11,4,small_world,full,01,0.31420530249256884,0.5012977616480674,196.13333333333333,21.66190476190476,1075.8,105.6
46,bethe_hessian,reg_balanced,10,5,small_world,full,01,0.3620821458613806,0.5714203929997635,194.53333333333333,18.266666666666666,1049.0,75.45
47,silouette,reg_balanced,22,12,small_world,full,01,0.3620821458613806,0.5714203929997635,194.53333333333333,18.266666666666666,1049.0,75.45
48,bethe_hessian,reg_balanced,12,6,small_world,full,01,0.4168911050758859,0.5082847004390043,194.53333333333333,14.371428571428572,854.6,83.15
49,silouette,reg_balanced,13,6,small_world,full,01,0.4168911050758859,0.5082847004390043,194.53333333333333,14.371428571428572,854.6,83.15
50,bethe_hessian,reg_balanced,12,6,small_world,full,05,0.4813995536064803,0.6038377626787578,197.6,11.461904761904762,865.2,52.25
51,silouette,reg_balanced,10,5,small_world,full,05,0.4813995536064803,0.6038377626787578,197.6,11.461904761904762,865.2,52.25
52,bethe_hessian,reg_balanced,12,6,small_world,full,05,0.4375860396230068,0.6254618149148886,195.73333333333332,13.461904761904762,966.0,46.65
53,silouette,reg_balanced,13,8,small_world,full,05,0.4375860396230068,0.6254618149148886,195.73333333333332,13.461904761904762,966.0,46.65
54,bethe_hessian,reg_balanced,10,5,small_world,full,05,0.28580271561986287,0.3836916208528999,196.13333333333333,24.176190476190477,988.4,153.85
55,silouette,reg_balanced,22,13,small_world,full,05,0.28580271561986287,0.3836916208528999,196.13333333333333,24.176190476190477,988.4,153.85
56,bethe_hessian,reg_balanced,7,4,small_world,full,05,0.11155338323091267,0.1524491888980558,195.86666666666667,54.695238095238096,1104.8,445.0
57,silouette,reg_balanced,21,10,small_world,full,05,0.11155338323091267,0.1524491888980558,195.86666666666667,54.695238095238096,1104.8,445.0
58,bethe_hessian,reg_balanced,10,5,small_world,full,05,0.2894745599205195,0.414385565254621,198.6,24.804761904761904,1029.2,152.1
59,silouette,reg_balanced,16,7,small_world,full,05,0.2894745599205195,0.414385565254621,198.6,24.804761904761904,1029.2,152.1
60,bethe_hessian,reg_balanced,11,6,small_world,full,05,0.3394329247186996,0.4958989257633754,196.33333333333334,19.81904761904762,1009.4,103.0
61,silouette,reg_balanced,9,4,small_world,full,05,0.3394329247186996,0.4958989257633754,196.33333333333334,19.81904761904762,1009.4,103.0
62,bethe_hessian,reg_balanced,13,7,small_world,full,05,0.5099562750620527,0.5645552003295458,197.06666666666666,10.152380952380952,781.6,59.0
63,silouette,reg_balanced,18,9,small_world,full,05,0.5099562750620527,0.5645552003295458,197.06666666666666,10.152380952380952,781.6,59.0
64,bethe_hessian,reg_balanced,12,6,small_world,full,05,0.34490071706623615,0.428693313183665,196.86666666666667,18.995238095238093,902.4,121.5
65,silouette,reg_balanced,16,11,small_world,full,05,0.34490071706623615,0.428693313183665,196.86666666666667,18.995238095238093,902.4,121.5
66,bethe_hessian,reg_balanced,11,6,small_world,full,05,0.39862577912868913,0.5315198011858189,199.06666666666666,15.814285714285715,935.8,81.4
67,silouette,reg_balanced,18,13,small_world,full,05,0.39862577912868913,0.5315198011858189,199.06666666666666,15.814285714285715,935.8,81.4
68,bethe_hessian,reg_balanced,11,6,small_world,full,05,0.39561946638973544,0.4906639565205302,198.33333333333334,15.933333333333334,877.0,96.8
69,silouette,reg_balanced,15,8,small_world,full,05,0.39561946638973544,0.4906639565205302,198.33333333333334,15.933333333333334,877.0,96.8
70,bethe_hessian,reg_balanced,14,7,small_world,full,05,0.5283420002710012,0.6539662031363773,197.06666666666666,9.40952380952381,850.0,34.1
71,silouette,reg_balanced,26,5,small_world,full,05,0.5283420002710012,0.6539662031363773,197.06666666666666,9.40952380952381,850.0,34.1
72,bethe_hessian,reg_balanced,11,6,small_world,full,05,0.41252779348522256,0.6546933539976236,193.53333333333333,14.766666666666667,1037.0,40.95
73,silouette,reg_balanced,16,9,small_world,full,05,0.41252779348522256,0.6546933539976236,193.53333333333333,14.766666666666667,1037.0,40.95
74,bethe_hessian,reg_balanced,12,6,small_world,full,05,0.41696929651046966,0.5246809143427914,195.26666666666668,14.480952380952381,869.4,81.15
75,silouette,reg_balanced,15,10,small_world,full,05,0.41696929651046966,0.5246809143427914,195.26666666666668,14.480952380952381,869.4,81.15
76,bethe_hessian,reg_balanced,12,6,small_world,full,05,0.3891895307857528,0.5341785372487735,193.53333333333333,16.1,933.8,80.75
77,silouette,reg_balanced,15,9,small_world,full,05,0.3891895307857528,0.5341785372487735,193.53333333333333,16.1,933.8,80.75
78,bethe_hessian,reg_balanced,11,6,small_world,full,05,0.36794606520491957,0.5799557285130338,197.13333333333333,17.728571428571428,1048.0,72.0
79,silouette,reg_balanced,14,6,small_world,full,05,0.36794606520491957,0.5799557285130338,197.13333333333333,17.728571428571428,1048.0,72.0
80,bethe_hessian,reg_balanced,11,6,small_world,full,05,0.3102699352061522,0.3838838997629292,193.6,21.80952380952381,892.0,151.2
81,silouette,reg_balanced,16,10,small_world,full,05,0.3102699352061522,0.3838838997629292,193.6,21.80952380952381,892.0,151.2
82,bethe_hessian,reg_balanced,10,5,small_world,full,05,0.3404863372661255,0.49262649667446656,190.2,19.30952380952381,968.6,103.25
83,silouette,reg_balanced,19,12,small_world,full,05,0.3404863372661255,0.49262649667446656,190.2,19.30952380952381,968.6,103.25
84,bethe_hessian,reg_balanced,12,6,small_world,full,05,0.4184062607205254,0.5607946075536159,196.93333333333334,14.58095238095238,926.0,69.3
85,silouette,reg_balanced,22,16,small_world,full,05,0.4184062607205254,0.5607946075536159,196.93333333333334,14.58095238095238,926.0,69.3
86,bethe_hessian,reg_balanced,10,5,small_world,full,05,0.28667886405716436,0.4998823804782389,197.26666666666668,24.723809523809525,1168.6,115.4
87,silouette,reg_balanced,13,5,small_world,full,05,0.28667886405716436,0.4998823804782389,197.26666666666668,24.723809523809525,1168.6,115.4
88,bethe_hessian,reg_balanced,11,6,small_world,full,05,0.3973910943187895,0.6190406268111012,196.93333333333334,15.719047619047618,1050.6,50.1
89,silouette,reg_balanced,20,7,small_world,full,05,0.3973910943187895,0.6190406268111012,196.93333333333334,15.719047619047618,1050.6,50.1
90,bethe_hessian,reg_balanced,12,6,small_world,full,05,0.44318770824544024,0.5974760685543354,197.06666666666666,13.147619047619047,924.8,54.65
91,silouette,reg_balanced,16,9,small_world,full,05,0.44318770824544024,0.5974760685543354,197.06666666666666,13.147619047619047,924.8,54.65
92,bethe_hessian,reg_balanced,10,5,small_world,full,05,0.28744459088856966,0.39167501551458317,197.73333333333332,23.561904761904763,952.4,157.6
93,silouette,reg_balanced,15,9,small_world,full,05,0.28744459088856966,0.39167501551458317,197.73333333333332,23.561904761904763,952.4,157.6
94,bethe_hessian,reg_balanced,14,7,small_world,full,05,0.5131421233095883,0.6970372905191461,195.33333333333334,10.042857142857143,905.6,25.55
95,silouette,reg_balanced,14,6,small_world,full,05,0.5131421233095883,0.6970372905191461,195.33333333333334,10.042857142857143,905.6,25.55
96,bethe_hessian,reg_balanced,13,7,small_world,full,05,0.4779889929579784,0.6184815335941262,195.6,11.566666666666666,881.6,47.75
97,silouette,reg_balanced,12,5,small_world,full,05,0.4779889929579784,0.6184815335941262,195.6,11.566666666666666,881.6,47.75
98,bethe_hessian,reg_balanced,11,6,small_world,full,05,0.29843585073609247,0.4309173774020858,197.2,23.81904761904762,1012.0,145.0
99,silouette,reg_balanced,24,7,small_world,full,05,0.29843585073609247,0.4309173774020858,197.2,23.81904761904762,1012.0,145.0
