,Beth_Hessian_Comms,Communities_Upper_Limit,Max_Modularity,Modularity,Reconstruction_A,Reconstruction_X,Metrics,Number_Predicted_Comms,Louvain_Modularity,Louvain_Metrics,Louvain_Predicted_comms
0,2,28.0,0.929,"(0.0006, 0.0003)",0.951,0.0006,"{'Top': (0.5001, 0.5899, 0.5413), 'Middle': (0.5294, 0.6071, 0.5656)}","(15, 4)",0.7291,"[{'Top': (0.713, 0.4719, 0.5679)}, {'Middle': (0.6201, 0.6905, 0.6534)}]",12
