,Beth_Hessian_Comms,Communities_Upper_Limit,Max_Modularity,Modularity,Reconstruction_A,Reconstruction_X,Metrics,Number_Predicted_Comms,Louvain_Modularity,Louvain_Metrics,Louvain_Predicted_comms
0,3,27.0,0.9248,"(0.0014, 0.0003)",0.9521,0.0001,"{'Top': (0.7617, 0.8233, 0.7914), 'Middle': (0.5683, 0.5835, 0.5758)}","(15, 5)",0.8165,"[{'Top': (1.0, 0.7639, 0.8661)}, {'Middle': (0.6799, 0.8739, 0.7648)}]",9
